1,474E+00;-1,180E-03;2,692E-07;0;0;0
1,425E+01;-5,883E-04;-9,855E-08;0;0;0
6,182E+02;-5,565E-01;1,505E-04;0;0;0
9,185E+00;3,966E-02;-5,357E-06;0;0;0
5,013E+00;1,330E-02;-6,444E-06;8,577E-10;0;0
3,533E-01;3,873E-04;7,260E-08;0;0;0
6,165E+00;4,660E-03;1,374E-06;0;0;0
1,294E+00;3,3200E-03;0;0;0;0
;;;;;
;;;;;
9,969E-02;8,873E-04;-6,524E-08;0;0;0
-1,152E-01;1,251E-02;-1,291E-07;0;0;0
1,028E+00;3,5400E-03;0;0;0;0
;;;;;
1,924E+00;-1,880E-03;6,872E-07;-7,986E-11;0;0
1,659E+01;-9,830E-03;4,799E-06;-7,207E-10;0;0
1,290E+04;-3,437E+01;3,757E-02;-1,897E-05;4,48444E-09;-4,02142E-13
1,148E+02;-5,138E-02;3,392E-05;0;0;0
6,105E-01;1,484E-02;-6,912E-06;1,006E-09;0;0
;;;;;
;;;;;
2,195E-01;-2,854E-04;2,110E-07;-6,705E-11;7,759E-15;0
1,419E+01;-4,320E-03;1,734E-06;-1,743E-10;0;0
-3,115E+02;8,589E-01;-4,212E-04;6,068E-08;0;0
2,871E+01;-1,640E-03;2,362E-05;0;0;0
8,725E+00;1,800E-03;-6,341E-07;0;0;0
;;;;;
;;;;;
9,904E-01;-1,150E-03;5,522E-07;-8,604E-11;0;0
1,414E+01;-1,219E-02;6,622E-06;-9,246E-10;0;0
2,963E+03;-7,226E+00;1,963E-02;-1,149E-05;1,884E-09;0
3,202E+01;-1,499E-02;2,763E-05;0;0;0
8,396E-02;1,904E-02;-1,062E-05;1,665E-09;0;0
-1,281E-01;1,100E-03;-1,392E-07;0;0;0
-9,962E-01;1,063E-02;-8,754E-08;0;0;0
3,824E+00;2,0700E-03;0;0;0;0
;;;;;
;;;;;
-2,125E-01;1,040E-03;-9,257E-08;0;0;0
-1,160E+00;1,104E-02;-1,815E-07;0;0;0
1,028E+00;3,5400E-03;0;0;0;0
;;;;;
;;;;;
1,807E+00;-2,870E-03;1,888E-06;-5,340E-10;5,465E-14;0
7,452E+00;-8,354E-04;8,736E-07;0;0;0
-1,922E+04;4,651E+01;-2,529E-02;3,984E-06;0;0
1,145E+01;1,645E-02;1,900E-05;0;0;0
-1,322E+00;2,162E-02;-1,218E-05;1,945E-09;0;0
;;;;;
;;;;;
1,075E+00;-1,740E-03;1,163E-06;-3,396E-10;3,643E-14;0
7,511E+00;-3,277E-04;7,253E-07;0;0;0
-2,479E+04;5,557E+01;-3,018E-02;4,816E-06;0;0
1,268E+01;5,800E-03;2,053E-05;0;0;0
4,970E+00;1,215E-02;-7,030E-06;1,035E-09;0;0
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
2,208E+00;-2,610E-03;9,429E-07;0;0;0
1,842E+01;-7,670E-03;2,571E-06;0;0;0
1,132E+03;-4,315E-01;5,713E-04;0;0;0
1,344E+02;-1,534E-01;5,143E-05;0;0;0
-3,858E+00;1,962E-02;-8,016E-06;0;0;0
5,220E-01;3,482E-04;-1,087E-07;0;0;0
1,032E+01;9,983E-04;-7,034E-08;0;0;0
3,318E+01;-2,925E+04;0;0;0;0
1,953E+01;9,277E-02;5,535E+00;-5,000E-05;-3,229E-01;-7,570E-03
;;;;;
;;;;;
6,167E-01;2,170E-04;-6,203E-08;0;0;0
1,067E+01;-1,250E-03;1,322E-06;0;0;0
-6,786E+00;-6,203E+03;0;0;0;0
3,149E+01;4,856E-02;1,316E+00;-1,000E-05;-2,699E-02;-1,010E-03
;;;;;
;;;;;
1,267E+00;-8,158E-04;8,013E-08;1,740E-11;0;0
7,372E+00;1,191E-02;-5,952E-06;0;0;0
6,765E+02;-3,481E-01;5,863E-04;0;0;0
5,151E+01;-2,890E-03;-1,253E-05;0;0;0
4,958E+00;7,740E-03;-3,875E-06;0;0;0
;;;;;
;;;;;
2,079E-01;-2,083E-04;7,560E-08;-9,879E-12;0;0
8,938E+00;9,790E-03;-4,790E-06;0;0;0
-1,944E+02;3,903E-01;-6,011E-05;0;0;0
1,670E+01;1,317E-02;-1,064E-05;0;0;0
5,760E+00;8,530E-03;-5,068E-06;0;0;0
;;;;;
;;;;;
2,293E+00;-1,220E-03;-4,569E-09;0;0;0
1,278E+01;-7,330E-03;3,986E-07;0;0;0
4,457E+03;1,219E-01;3,944E-04;0;0;0
1,209E+02;-1,175E-01;3,187E-05;0;0;0
-1,531E+01;4,460E-02;-1,757E-05;0;0;0
2,713E-01;-1,450E-04;2,067E-07;0;0;0
1,195E+01;-9,580E-03;5,197E-06;0;0;0
-4,845E+01;-3,744E+04;0;0;0;0
-1,921E+05;2,420E+02;7,173E+02;4,920E-02;4,299E+02;1,417E+01
;;;;;
;;;;;
-1,005E+00;1,870E-03;-5,565E-07;0;0;0
-9,774E+00;2,268E-02;-6,503E-06;0;0;0
-3,848E+01;-3,030E+04;0;0;0;0
6,765E+01;3,684E-02;3,639E+00;-6,000E-05;-3,330E-01;-9,490E-03
;;;;;
;;;;;
-5,289E+00;1,476E-02;-8,561E-06;1,413E-09;0;0
-9,863E+00;2,953E-02;-1,363E-05;0;0;0
5,505E+03;-1,456E+00;1,400E-03;-1,83357E-07;0;0
6,791E+01;-4,128E-02;6,479E-06;0;0;0
3,312E+01;-3,602E-02;1,542E-05;0;0;0
;;;;;
;;;;;
-4,578E+00;1,310E-02;-1,121E-05;3,847E-09;-4,66336E-13;0
-6,083E+00;2,427E-02;-1,143E-05;0;0;0
2,124E+03;3,073E+00;-4,848E-04;0;0;0
9,889E+01;-1,054E-01;3,408E-05;0;0;0
5,906E+01;-7,668E-02;3,136E-05;0;0;0
